2454960.66889 267.0233604 70.8795808
2454960.73422 267.0232724 70.8795566
2454960.80110 267.0232994 70.8796273
2454960.86999 267.0232858 70.8795796
2454960.95082 267.0233613 70.8795625
2454967.67324 267.0232641 70.8796010
2454967.80591 267.0232601 70.8795742
2454971.67144 267.0232965 70.8795716
2454971.75519 267.0232808 70.8795944
2454971.98865 267.0232714 70.8795812
2455005.84726 267.0231535 70.8796391
2455006.84157 267.0230749 70.8796412
2455009.80019 267.0231581 70.8796002
2455011.78117 267.0230621 70.8796151
2455011.87922 267.0231247 70.8796085
2455021.78472 267.0230010 70.8796721
2455021.85589 267.0230150 70.8796469
2455032.84168 267.0228738 70.8796200
2455032.89546 267.0229611 70.8796492
2455041.87118 267.0229552 70.8796338
2455041.91769 267.0229001 70.8796526
2455048.92898 267.0228846 70.8796737
2455049.71704 267.0228748 70.8796570
2455051.93000 267.0228884 70.8796145
2455052.69201 267.0228921 70.8796577
2455052.93234 267.0228500 70.8796561
2455053.69745 267.0228403 70.8796769
2455054.92206 267.0228577 70.8796458
2455055.75053 267.0228360 70.8796579
2455059.90256 267.0228454 70.8796488
2455061.90634 267.0229504 70.8796267
2455062.70481 267.0228300 70.8796081
2455067.77926 267.0227689 70.8796250
2455067.82251 267.0228095 70.8796412
2455080.79354 267.0227643 70.8796368
2455080.83726 267.0227406 70.8796199
2455088.81894 267.0227613 70.8796522
2455094.79824 267.0227092 70.8796443
2455095.81707 267.0226905 70.8796447
2455108.70194 267.0226923 70.8796308
2455108.76257 267.0227120 70.8796528
2455138.62300 267.0225762 70.8796948
2455138.66694 267.0226639 70.8796272
2455283.01792 267.0224651 70.8798083
2455283.81520 267.0224898 70.8798180
2455283.85865 267.0224936 70.8798070
2455296.87229 267.0223856 70.8798302
2455296.92334 267.0223841 70.8798344
2455301.93132 267.0223034 70.8798762
2455301.97558 267.0223321 70.8799017
2455310.97657 267.0222744 70.8798378
2455311.74277 267.0223374 70.8798610
2455311.78656 267.0222820 70.8798576
2455316.97493 267.0223181 70.8798694
2455319.91895 267.0223119 70.8798663
2455319.96221 267.0223010 70.8798840
2455324.93571 267.0222941 70.8798905
2455324.98413 267.0222864 70.8798879
2455330.96802 267.0222365 70.8798896
2455331.85922 267.0222031 70.8798905
2455331.90238 267.0221624 70.8798913
2455338.95434 267.0222714 70.8798655
2455340.91828 267.0221480 70.8798726
2455340.96731 267.0221385 70.8799333
2455346.96586 267.0221242 70.8799325
2455347.78413 267.0220892 70.8799019
2455347.82807 267.0221382 70.8798990
2455352.80897 267.0220211 70.8799303
2455352.85807 267.0220481 70.8799241
2455357.91383 267.0221482 70.8798853
2455357.96067 267.0220636 70.8799420
2455362.92933 267.0220433 70.8799193
2455362.97815 267.0220218 70.8799170
2455367.95646 267.0219554 70.8799572
2455368.91464 267.0219817 70.8799378
2455368.96098 267.0220601 70.8799004
2455373.95944 267.0219456 70.8799707
2455374.88987 267.0219268 70.8799247
2455374.93373 267.0219492 70.8799689
2455379.88604 267.0219622 70.8799392
2455379.93046 267.0219618 70.8799350
2455384.94480 267.0219761 70.8799138
2455385.79715 267.0219274 70.8799203
2455385.85141 267.0219453 70.8798728
2455391.91706 267.0218697 70.8799536
2455391.97274 267.0218924 70.8799487
2455397.81823 267.0218797 70.8799354
2455397.86179 267.0218289 70.8799708
2455453.73227 267.0216844 70.8799599
2455453.77980 267.0216627 70.8799717
2455457.74825 267.0216726 70.8799420
2455457.79190 267.0216579 70.8799117
2455461.64517 267.0215984 70.8799952
2455461.68861 267.0216202 70.8799417
2455464.65010 267.0216177 70.8799854
2455464.69417 267.0216459 70.8799783
2455467.70569 267.0216080 70.8799585
2455724.69804 267.0210125 70.8802267
2455724.74178 267.0209965 70.8802350
2455732.84076 267.0209547 70.8801854
2455732.88506 267.0209536 70.8802280
2455735.88725 267.0209685 70.8802264
2455735.93271 267.0208413 70.8802639
2455751.90124 267.0207848 70.8802320
2455753.68587 267.0208804 70.8802348
2455757.91740 267.0208411 70.8802487
2455757.96190 267.0208511 70.8802511
2455784.77340 267.0206783 70.8802740
2455784.81745 267.0207404 70.8802468
2455791.67632 267.0205404 70.8802883
2455791.72068 267.0206610 70.8802761
2455794.68868 267.0205858 70.8802586
2455794.74490 267.0205696 70.8802751
2455813.72816 267.0206386 70.8802586
2455813.78505 267.0206644 70.8802507
2455817.75887 267.0206495 70.8802690
2455821.65813 267.0206030 70.8802611
2455821.70586 267.0206150 70.8802501
2455824.64755 267.0206041 70.8802618
2455824.72939 267.0205690 70.8802722
2455843.63377 267.0204802 70.8802641
2455843.68019 267.0205000 70.8802689
2455851.62848 267.0205600 70.8802674
2455851.67172 267.0205274 70.8802608
2456786.94181 267.0179942 70.8811177
2456786.96979 267.0179880 70.8811221
2456787.94701 267.0179574 70.8810963
2456787.97803 267.0179930 70.8811074
2456789.81098 267.0180233 70.8811145
