2455046.97367 33.5537072 -3.9625095
2455047.97115 33.5537010 -3.9625033
2455052.96322 33.5537470 -3.9624681
2455061.98552 33.5537004 -3.9625190
2455062.91690 33.5537000 -3.9624984
2455084.89231 33.5537010 -3.9623731
2455084.94124 33.5536985 -3.9625234
2455095.95265 33.5537503 -3.9624883
2455095.99716 33.5537277 -3.9624942
2455379.98279 33.5538442 -3.9625260
2455380.97456 33.5538218 -3.9624976
2455460.75468 33.5538970 -3.9625505
2455460.81922 33.5538924 -3.9625246
2455516.83586 33.5538441 -3.9625528
2455516.88020 33.5538451 -3.9625384
2455531.58574 33.5538513 -3.9625361
2455531.62887 33.5538650 -3.9625498
2455534.63569 33.5538737 -3.9625725
2455537.58714 33.5538646 -3.9625430
2455537.63640 33.5538587 -3.9625464
2455540.58770 33.5538665 -3.9625409
2455540.63132 33.5538537 -3.9625207
2455543.59144 33.5538436 -3.9625421
2455543.63420 33.5538665 -3.9625281
2456226.65594 33.5541817 -3.9626125
2456226.72038 33.5541560 -3.9626350
2456227.72652 33.5541645 -3.9626479
2456236.67362 33.5541674 -3.9626292
2456236.74650 33.5541587 -3.9626378
2456237.71760 33.5541805 -3.9626220
2456237.82740 33.5541766 -3.9626106
2456238.73190 33.5541727 -3.9626191
2456238.81041 33.5541754 -3.9626162
2456239.71213 33.5541851 -3.9626219
2456239.78363 33.5541613 -3.9626255
2456560.74213 33.5543447 -3.9626598
2456560.77513 33.5543368 -3.9626589
2456560.80877 33.5543334 -3.9626508
2456577.72646 33.5543385 -3.9626885
2456577.75549 33.5543380 -3.9626640
2456577.77999 33.5543238 -3.9626821
2456578.75931 33.5543378 -3.9626633
2456578.78343 33.5543448 -3.9626464
2456578.81038 33.5543467 -3.9626493
2457318.99747 33.5545999 -3.9627706
2457319.00334 33.5546623 -3.9627388
