2455008.88594 346.6248401 -5.0426541
2455008.93737 346.6248248 -5.0426279
2455015.88487 346.6248043 -5.0426632
2455015.94875 346.6247967 -5.0426205
2455028.90102 346.6248166 -5.0426134
2455028.93950 346.6247918 -5.0426433
2455038.80023 346.6248140 -5.0426260
2455038.94481 346.6247905 -5.0426019
2455044.83054 346.6248612 -5.0426689
2455044.89074 346.6248471 -5.0426438
2455384.85509 346.6250789 -5.0427699
2455384.89833 346.6250531 -5.0427448
2455410.96653 346.6250753 -5.0427404
2455418.78764 346.6250859 -5.0427813
2455418.83159 346.6250861 -5.0427653
2455423.77921 346.6250634 -5.0427535
2455423.83227 346.6250655 -5.0427903
2455428.77285 346.6250606 -5.0428194
2455428.81656 346.6250852 -5.0427969
2455431.85931 346.6250455 -5.0428083
2455431.91097 346.6251153 -5.0427906
2456146.84421 346.6256308 -5.0430593
2456146.87380 346.6256477 -5.0430298
2456147.77628 346.6256167 -5.0430637
2456147.84510 346.6256385 -5.0430422
2456148.75154 346.6256410 -5.0430415
2456148.81612 346.6256488 -5.0430551
2456165.73721 346.6256341 -5.0430494
2456165.80955 346.6256260 -5.0430585
2456166.72265 346.6256382 -5.0430340
2456167.78091 346.6256323 -5.0430666
2456167.85199 346.6256488 -5.0430631
2456203.79247 346.6256656 -5.0430766
2456203.79370 346.6256597 -5.0430831
2456203.79483 346.6256623 -5.0430663
2456228.66344 346.6256826 -5.0430758
2456228.72735 346.6256606 -5.0430706
2456229.70100 346.6257052 -5.0430754
2456230.61023 346.6256792 -5.0430971
2456230.71516 346.6256646 -5.0430755
2456231.64990 346.6256777 -5.0431000
2456231.74471 346.6256825 -5.0430940
2456232.64954 346.6256770 -5.0430957
2456232.71551 346.6256767 -5.0430889
2456507.81617 346.6258872 -5.0431935
2456507.84135 346.6258791 -5.0431652
2456507.86388 346.6258743 -5.0431829
2456508.81383 346.6258768 -5.0431675
2456508.83747 346.6258757 -5.0431852
2456508.90205 346.6258879 -5.0431896
2456509.81146 346.6258820 -5.0431860
2456509.83405 346.6258847 -5.0431785
2456509.85757 346.6258931 -5.0431814
2456510.80793 346.6258806 -5.0431658
2456510.83047 346.6258686 -5.0431789
2456510.85472 346.6258937 -5.0431777
2456511.80604 346.6258720 -5.0431932
2456511.82956 346.6258920 -5.0431771
2456511.88516 346.6258803 -5.0431688
2456512.80304 346.6258757 -5.0431706
2456512.82748 346.6258857 -5.0431769
2456512.84978 346.6258873 -5.0431753
2456513.80067 346.6258862 -5.0431685
2456513.82455 346.6258747 -5.0431873
2456513.84685 346.6258775 -5.0431833
2456514.79870 346.6258890 -5.0431722
2456514.82164 346.6258812 -5.0431666
2456514.84475 346.6259009 -5.0431694
2456515.79472 346.6258778 -5.0431806
2456515.81706 346.6258718 -5.0431831
2456515.83934 346.6258789 -5.0431733
2456516.79188 346.6258965 -5.0431702
2456516.81520 346.6258977 -5.0431677
2456516.83832 346.6258742 -5.0431839
2456517.78916 346.6258869 -5.0431947
2456517.81122 346.6258947 -5.0431819
2456517.83679 346.6258840 -5.0431496
2456518.78662 346.6258928 -5.0431857
2456518.80985 346.6259002 -5.0431857
2456518.85545 346.6258940 -5.0431860
2456519.78420 346.6258770 -5.0431963
2456519.80763 346.6258672 -5.0431800
2456519.85498 346.6258892 -5.0431987
2456520.78117 346.6258819 -5.0431617
2456520.80338 346.6258819 -5.0431762
2456520.82763 346.6258872 -5.0431853
2456521.77890 346.6258867 -5.0431698
2456521.80296 346.6258952 -5.0431899
2456521.82575 346.6258963 -5.0431884
2456911.83937 346.6261909 -5.0433108
2457597.92610 346.6267036 -5.0435512
2457597.96788 346.6266814 -5.0435634
2457624.79664 346.6267010 -5.0435797
2457624.85036 346.6267251 -5.0435588
2457625.79528 346.6267058 -5.0435872
2457626.81407 346.6267081 -5.0435658
2457627.81760 346.6267029 -5.0435755
2457628.80767 346.6266967 -5.0435709
2457629.80094 346.6266912 -5.0435721
2457630.84296 346.6267134 -5.0435709
2457631.83459 346.6267062 -5.0435745
2457632.82380 346.6266872 -5.0435850
2457634.85287 346.6266995 -5.0435755
2457635.84032 346.6266693 -5.0435949
2457636.84101 346.6266818 -5.0435799
2457637.83600 346.6266816 -5.0435868
2457638.83558 346.6267100 -5.0435803
2457639.84448 346.6266848 -5.0435966
2457640.83142 346.6266601 -5.0435858
2457641.82468 346.6266840 -5.0435953
2457641.87272 346.6266837 -5.0435935
2457642.81622 346.6266962 -5.0435745
2457642.86230 346.6266816 -5.0435881
2457643.81466 346.6266888 -5.0435914
2457643.85825 346.6266873 -5.0435890
2457654.84649 346.6266760 -5.0435837
2457655.74505 346.6266897 -5.0435931
2457655.79362 346.6266964 -5.0435943
2457656.75605 346.6266889 -5.0436070
2457656.80552 346.6266839 -5.0435961
2457656.84950 346.6266837 -5.0436020
2457657.75050 346.6266824 -5.0435980
2457657.83142 346.6266951 -5.0436051
2457657.91720 346.6266839 -5.0436258
2457658.75647 346.6266933 -5.0436050
2457658.80399 346.6266685 -5.0435883
2457659.75012 346.6267047 -5.0435982
2457659.80068 346.6266916 -5.0435881
2457659.84498 346.6266868 -5.0435798
2457660.84235 346.6266944 -5.0435939
2457661.73762 346.6266926 -5.0435948
2457661.78542 346.6266879 -5.0435985
2457662.73291 346.6267051 -5.0435902
2457662.78938 346.6266957 -5.0435944
2457663.72697 346.6267051 -5.0435881
2457663.88229 346.6266708 -5.0436069
2457664.74984 346.6266926 -5.0436037
2457664.79616 346.6266753 -5.0435836
2457666.75781 346.6267109 -5.0436000
2457666.84023 346.6266751 -5.0436019
2457667.75039 346.6266896 -5.0436004
2457667.79747 346.6266945 -5.0435956
2457668.72319 346.6266965 -5.0435976
2457668.77495 346.6266820 -5.0436004
2457669.80287 346.6267206 -5.0435842
2457670.73435 346.6267075 -5.0436037
2457670.78738 346.6266812 -5.0436106
2457671.67486 346.6267122 -5.0436142
2457671.71464 346.6266860 -5.0436149
2457681.73932 346.6266948 -5.0436116
2457681.78848 346.6266921 -5.0436055
2457682.75444 346.6266884 -5.0436211
2457682.79995 346.6266886 -5.0436055
2457683.73029 346.6266982 -5.0436199
2457683.77631 346.6266822 -5.0436145
2457684.74334 346.6266967 -5.0436038
2457684.78988 346.6266831 -5.0436010
2457687.73553 346.6267042 -5.0436058
2457687.78271 346.6266656 -5.0436255
2457688.73475 346.6266933 -5.0436355
2457688.78059 346.6266835 -5.0436301
2457694.79506 346.6266614 -5.0436171
2457696.71341 346.6266979 -5.0436079
2457696.76524 346.6267052 -5.0436182
