Z     age    Bmag   Vmag  
0.015 9.000   8.136  7.067
0.015 9.000   2.129  1.918
0.015 9.000   6.861  6.007
0.015 9.000   6.011  5.291
0.015 9.000   7.312  6.386
0.015 9.000   8.701  7.523
0.015 9.000   4.490  4.002
0.015 9.000   7.721  6.727
0.015 9.000   5.603  4.947
0.015 9.000   5.478  4.842
0.015 9.000   6.430  5.643
0.015 9.000   1.767  1.572
0.015 9.000   8.372  7.256
0.015 9.000   5.610  4.953
0.015 9.000   4.840  4.302
0.015 9.000   7.167  6.264
0.015 9.000   6.163  5.418
0.015 9.000   6.832  5.983
0.015 9.000   8.981  7.755
0.015 9.000   3.675  3.291
0.015 9.000   6.587  5.775
0.015 9.000   4.788  4.257
0.015 9.000   8.480  7.343
0.015 9.000   3.015  2.716
0.015 9.000   6.001  5.283
0.015 9.000   1.463  0.543
0.015 9.000   4.491  4.003
0.015 9.000   7.738  6.740
0.015 9.000   6.347  5.573
0.015 9.000   5.000  4.438
0.015 9.000   6.836  5.986
0.015 9.000   1.542  1.342
0.015 9.000   8.829  7.629
0.015 9.000   2.391  2.159
0.015 9.000   5.025  4.459
0.015 9.000   3.487  3.126
0.015 9.000   7.364  6.429
0.015 9.000   8.195  7.113
0.015 9.000   9.090  7.847
0.015 9.000   3.488  3.127
0.015 9.000   7.257  6.340
0.015 9.000   7.724  6.729
0.015 9.000   1.569  1.370
0.015 9.000   8.383  7.265
0.015 9.000   4.867  4.324
0.015 9.000   6.143  5.402
0.015 9.000   2.789  2.518
0.015 9.000   3.336  2.995
0.015 9.000   8.439  7.310
0.015 9.000   2.545  2.300
0.015 9.000   7.056  6.171
0.015 9.000   4.633  4.125
0.015 9.000   2.531  2.287
0.015 9.000   6.842  5.991
0.015 9.000   7.751  6.751
0.015 9.000   1.660  1.465
0.015 9.000   7.384  6.446
0.015 9.000   6.475  5.680
0.015 9.000   1.214  0.894
0.015 9.000   1.274  0.327
0.015 9.000   5.353  4.737
0.015 9.000   1.802  1.606
0.015 9.000   6.999  6.123
0.015 9.000   5.353  4.737
0.015 9.000   7.330  6.401
0.015 9.000   3.944  3.527
0.015 9.000   8.251  7.158
0.015 9.000   8.052  6.999
0.015 9.000   6.414  5.629
0.015 9.000   8.347  7.236
0.015 9.000   0.057 -1.380
0.015 9.000   2.193  1.977
0.015 9.000   1.631  0.717
0.015 9.000   8.070  7.013
0.015 9.000   9.151  7.897
0.015 9.000   3.553  3.184
0.015 9.000   5.636  4.975
0.015 9.000   6.406  5.622
0.015 9.000   6.771  5.931
0.015 9.000   8.064  7.008
0.015 9.000   3.588  3.215
0.015 9.000   6.709  5.879
0.015 9.000   5.623  4.964
0.015 9.000   9.201  7.940
0.015 9.000   5.662  4.997
0.015 9.000   5.817  5.127
0.015 9.000   6.696  5.867
0.015 9.000   1.975  1.774
0.015 9.000   5.813  5.124
0.015 9.000   5.675  5.008
0.015 9.000   8.726  7.544
0.015 9.000   0.946  0.547
0.015 9.000   5.038  4.470
0.015 9.000   3.046  2.743
0.015 9.000   7.995  6.953
0.015 9.000   7.594  6.621
0.015 9.000   6.833  5.983
0.015 9.000   2.830  2.553
0.015 9.000   4.577  4.076
0.015 9.000   4.590  4.087
0.015 9.000   6.002  5.284
0.015 9.000   5.649  4.986
0.015 9.000   7.243  6.328
0.015 9.000   5.313  4.703
0.015 9.000   6.833  5.984
0.015 9.000   3.019  2.720
0.015 9.000   7.676  6.689
0.015 9.000   3.808  3.408
0.015 9.000   1.720  0.806
0.015 9.000   6.128  5.389
0.015 9.000   9.134  7.883
0.015 9.000   4.144  3.703
0.015 9.000   6.434  5.646
0.015 9.000   8.855  7.650
0.015 9.000   7.147  6.247
0.015 9.000   2.211  1.994
0.015 9.000   1.874  1.676
0.015 9.000   8.993  7.765
0.015 9.000   8.308  7.204
0.015 9.000   1.095  0.752
0.015 9.000   3.642  3.262
0.015 9.000   2.900  2.615
0.015 9.000   7.530  6.567
0.015 9.000   5.777  5.093
0.015 9.000   1.752  0.838
0.015 9.000   8.940  7.722
0.015 9.000   6.725  5.892
0.015 9.000   3.134  2.819
0.015 9.000   7.288  6.366
0.015 9.000   4.095  3.660
0.015 9.000   7.248  6.332
0.015 9.000   6.941  6.074
0.015 9.000   8.986  7.760
0.015 9.000   3.301  2.965
0.015 9.000   6.236  5.479
0.015 9.000   6.135  5.395
0.015 9.000   9.164  7.909
0.015 9.000   3.684  3.299
0.015 9.000   3.256  2.925
0.015 9.000   4.383  3.910
0.015 9.000   6.794  5.950
0.015 9.000   6.150  5.408
0.015 9.000   2.348  2.120
0.015 9.000   4.262  3.805
0.015 9.000   5.681  5.013
0.015 9.000   1.605  1.408
0.015 9.000   4.975  4.416
0.015 9.000   4.568  4.069
0.015 9.000   5.547  4.900
0.015 9.000   7.105  6.212
0.015 9.000   7.759  6.758
0.015 9.000   2.626  2.373
0.015 9.000   5.992  5.275
0.015 9.000   7.851  6.834
0.015 9.000   8.520  7.375
0.015 9.000   6.949  6.081
0.015 9.000   3.788  3.390
0.015 9.000   8.415  7.291
0.015 9.000   3.173  2.853
0.015 9.000   2.373  2.143
0.015 9.000   7.193  6.286
0.015 9.000   4.541  4.046
0.015 9.000   2.908  2.622
0.015 9.000   2.807  2.533
0.015 9.000   9.174  7.917
0.015 9.000   6.646  5.825
0.015 9.000   9.052  7.815
0.015 9.000   6.300  5.533
0.015 9.000   7.143  6.244
0.015 9.000   2.134  1.922
0.015 9.000   7.910  6.883
0.015 9.000   7.257  6.340
0.015 9.000   2.245  2.026
0.015 9.000   7.857  6.840
0.015 9.000   4.199  3.750
0.015 9.000   8.943  7.723
0.015 9.000   1.980  1.778
0.015 9.000   5.159  4.573
0.015 9.000   1.251  0.972
0.015 9.000   7.486  6.531
0.015 9.000   7.622  6.644
0.015 9.000   7.884  6.862
0.015 9.000   8.495  7.355
0.015 9.000   1.182  0.832
0.015 9.000   5.066  4.494
0.015 9.000   4.844  4.305
0.015 9.000   6.023  5.301
0.015 9.000   4.844  4.305
0.015 9.000   6.862  6.008
0.015 9.000   4.451  3.969
0.015 9.000   3.333  2.992
0.015 9.000   4.326  3.860
0.015 9.000   2.153  1.940
0.015 9.000   6.762  5.923
0.015 9.000   3.467  3.108
0.015 9.000   3.468  3.110
0.015 9.000   3.425  3.071
0.015 9.000   7.707  6.715
0.015 9.000   5.202  4.610
0.015 9.000   6.875  6.018
0.015 9.000   6.178  5.430
0.015 9.000   7.373  6.437
0.015 9.000   8.203  7.120
0.015 9.000   8.238  7.148
0.015 9.000   4.184  3.737
0.015 9.000   7.768  6.765
0.015 9.000   6.035  5.311
0.015 9.000   1.622  1.426
0.015 9.000   6.867  6.012
0.015 9.000   4.895  4.349
0.015 9.000   5.391  4.769
0.015 9.000   3.563  3.193
0.015 9.000   7.025  6.144
0.015 9.000   4.691  4.174
0.015 9.000   9.216  7.953
0.015 9.000   6.289  5.523
0.015 9.000   4.696  4.179
0.015 9.000   7.269  6.350
0.015 9.000   7.088  6.198
0.015 9.000   6.666  5.842
0.015 9.000   7.035  6.153
0.015 9.000   7.122  6.226
0.015 9.000   5.610  4.953
0.015 9.000   5.438  4.808
0.015 9.000   1.818  1.621
0.015 9.000   1.226  0.924
0.015 9.000   5.007  4.444
0.015 9.000   6.243  5.485
0.015 9.000   7.830  6.817
0.015 9.000   3.078  2.771
0.015 9.000   4.876  4.332
0.015 9.000   7.142  6.243
0.015 9.000   3.760  3.366
0.015 9.000   8.607  7.446
0.015 9.000   2.257  2.036
0.015 9.000   7.504  6.546
0.015 9.000   6.891  6.032
0.015 9.000   4.575  4.075
0.015 9.000   3.052  2.748
0.015 9.000   8.120  7.054
0.015 9.000   7.323  6.395
0.015 9.000   1.497  1.292
0.015 9.000   6.385  5.605
0.015 9.000   3.874  3.465
0.015 9.000  -0.024 -1.597
0.015 9.000   7.977  6.938
0.015 9.000   4.051  3.621
0.015 9.000   5.740  5.063
0.015 9.000   3.310  2.972
0.015 9.000   4.923  4.373
0.015 9.000   6.863  6.009
0.015 9.000   2.572  2.324
0.015 9.000   8.552  7.401
0.015 9.000   8.625  7.461
0.015 9.000   6.087  5.355
0.015 9.000   8.251  7.159
0.015 9.000   2.018  1.814
0.015 9.000   4.612  4.106
0.015 9.000   5.234  4.637
0.015 9.000   7.430  6.484
0.015 9.000   5.693  5.023
0.015 9.000   1.569  0.653
0.015 9.000   7.283  6.361
0.015 9.000   6.372  5.593
0.015 9.000   5.982  5.266
0.015 9.000   6.672  5.847
0.015 9.000   4.060  3.628
0.015 9.000   4.654  4.142
0.015 9.000   7.887  6.864
0.015 9.000   5.094  4.518
0.015 9.000   1.614  1.417
0.015 9.000   3.887  3.477
0.015 9.000   4.351  3.882
0.015 9.000   5.962  5.250
0.015 9.000   8.133  7.063
0.015 9.000   7.062  6.176
0.015 9.000   6.679  5.853
0.015 9.000   9.231  7.966
0.015 9.000   7.602  6.627
0.015 9.000   6.225  5.470
0.015 9.000   9.206  7.944
0.015 9.000   5.226  4.630
0.015 9.000   8.206  7.123
0.015 9.000   1.801  0.886
0.015 9.000   7.908  6.882
0.015 9.000   8.461  7.327
0.015 9.000   5.895  5.193
0.015 9.000   3.868  3.461
0.015 9.000   6.987  6.112
0.015 9.000   4.694  4.177
0.015 9.000   8.783  7.591
0.015 9.000   8.517  7.373
0.015 9.000   7.248  6.332
0.015 9.000   3.139  2.824
0.015 9.000   2.305  2.081
0.015 9.000   6.909  6.047
0.015 9.000   7.824  6.812
0.015 9.000   3.145  2.829
0.015 9.000   4.601  4.097
0.015 9.000   5.704  5.032
0.015 9.000   8.456  7.323
0.015 9.000   7.961  6.925
0.015 9.000   2.205  1.988
0.015 9.000   8.788  7.595
0.015 9.000   7.567  6.598
0.015 9.000   2.504  2.262
0.015 9.000   4.012  3.587
0.015 9.000   2.362  2.133
0.015 9.000   4.671  4.157
0.015 9.000   7.556  6.589
0.015 9.000   1.851  1.654
0.015 9.000   6.671  5.846
0.015 9.000   8.290  7.190
0.015 9.000   7.053  6.168
0.015 9.000   3.697  3.310
0.015 9.000   5.157  4.572
0.015 9.000   7.687  6.698
0.015 9.000   8.794  7.600
0.015 9.000   7.594  6.621
0.015 9.000   4.473  3.987
0.015 9.000   3.155  2.838
0.015 9.000   6.433  5.645
0.015 9.000   5.750  5.071
0.015 9.000   8.996  7.768
0.015 9.000   2.939  2.649
0.015 9.000   6.474  5.680
0.015 9.000   4.269  3.811
0.015 9.000   6.541  5.736
0.015 9.000   4.898  4.351
0.015 9.000   7.271  6.351
0.015 9.000   8.914  7.699
0.015 9.000   7.954  6.920
0.015 9.000   8.154  7.080
0.015 9.000   5.906  5.202
0.015 9.000   1.670  1.475
0.015 9.000   2.498  2.257
0.015 9.000   7.730  6.734
0.015 9.000   5.718  5.044
0.015 9.000   6.082  5.351
0.015 9.000   5.209  4.615
0.015 9.000   4.052  3.622
0.015 9.000   7.305  6.380
0.015 9.000   9.069  7.829
0.015 9.000   6.924  6.060
0.015 9.000   1.295  0.351
0.015 9.000   8.278  7.180
0.015 9.000   8.392  7.272
0.015 9.000   4.268  3.811
0.015 9.000   6.120  5.382
0.015 9.000   8.574  7.419
0.015 9.000   4.904  4.356
0.015 9.000   5.571  4.920
0.015 9.000   2.052  1.846
0.015 9.000   3.721  3.332
0.015 9.000   1.558  0.642
0.015 9.000   3.141  2.825
0.015 9.000   1.911  1.712
0.015 9.000   7.861  6.843
0.015 9.000   8.481  7.344
0.015 9.000   7.380  6.443
0.015 9.000   5.376  4.757
0.015 9.000   2.356  2.127
0.015 9.000   4.853  4.312
0.015 9.000   8.662  7.490
0.015 9.000   8.258  7.164
0.015 9.000   6.915  6.053
0.015 9.000   4.622  4.115
0.015 9.000   7.174  6.270
0.015 9.000   1.666  1.471
0.015 9.000   8.592  7.433
0.015 9.000   5.449  4.817
0.015 9.000   6.400  5.617
0.015 9.000   1.266  0.998
0.015 9.000   6.403  5.620
0.015 9.000   7.016  6.137
0.015 9.000   3.075  2.768
0.015 9.000   2.742  2.476
0.015 9.000   3.777  3.381
0.015 9.000   1.757  1.561
0.015 9.000   2.958  2.666
0.015 9.000   5.850  5.155
0.015 9.000   3.265  2.933
0.015 9.000   7.280  6.359
0.015 9.000   5.373  4.754
0.015 9.000   1.028  0.706
0.015 9.000   2.976  2.681
0.015 9.000   5.914  5.209
0.015 9.000   6.934  6.068
0.015 9.000   7.661  6.677
0.015 9.000   5.265  4.663
0.015 9.000   4.463  3.978
0.015 9.000   7.583  6.611
0.015 9.000   5.481  4.845
0.015 9.000   7.545  6.579
0.015 9.000   4.414  3.936
0.015 9.000   9.258  7.989
0.015 9.000   8.848  7.645
0.015 9.000   6.036  5.312
0.015 9.000   6.646  5.824
0.015 9.000   6.747  5.911
0.015 9.000   5.735  5.058
0.015 9.000   3.012  2.714
0.015 9.000   4.964  4.407
0.015 9.000   8.693  7.516
0.015 9.000   1.668  0.754
0.015 9.000   8.600  7.440
0.015 9.000   7.234  6.320
0.015 9.000   6.086  5.354
0.015 9.000   9.110  7.863
0.015 9.000   9.191  7.932
0.015 9.000   8.703  7.524
0.015 9.000   4.639  4.129
0.015 9.000   8.592  7.433
0.015 9.000   6.138  5.397
0.015 9.000   9.079  7.838
0.015 9.000   1.708  1.513
0.015 9.000   3.158  2.840
0.015 9.000   8.625  7.460
0.015 9.000   8.218  7.132
0.015 9.000   8.659  7.489
0.015 9.000   7.559  6.591
0.015 9.000   4.306  3.844
0.015 9.000   8.999  7.770
0.015 9.000   6.931  6.066
0.015 9.000   8.183  7.104
0.015 9.000   3.701  3.314
0.015 9.000   3.806  3.406
0.015 9.000   2.441  2.205
0.015 9.000   1.341  1.107
0.015 9.000   5.641  4.979
0.015 9.000   8.902  7.689
0.015 9.000   4.776  4.247
0.015 9.000   4.127  3.688
0.015 9.000   2.824  2.549
0.015 9.000   4.118  3.679
0.015 9.000   2.285  2.062
0.015 9.000   7.690  6.700
0.015 9.000   2.003  1.800
0.015 9.000   2.904  2.618
0.015 9.000   6.933  6.067
0.015 9.000   4.647  4.137
0.015 9.000   7.492  6.536
0.015 9.000   6.505  5.706
0.015 9.000   7.134  6.236
0.015 9.000   3.210  2.885
0.015 9.000   9.032  7.798
0.015 9.000   7.903  6.878
0.015 9.000   5.966  5.253
0.015 9.000   4.684  4.168
0.015 9.000   5.647  4.984
0.015 9.000   7.826  6.814
0.015 9.000   1.331  0.394
0.015 9.000   5.589  4.936
0.015 9.000   6.521  5.719
0.015 9.000   4.472  3.986
0.015 9.000   7.960  6.924
0.015 9.000   6.386  5.606
0.015 9.000   4.984  4.425
0.015 9.000   1.731  1.537
0.015 9.000   2.088  1.879
0.015 9.000   6.336  5.563
0.015 9.000   7.440  6.492
0.015 9.000   7.827  6.815
0.015 9.000   6.109  5.373
0.015 9.000   9.167  7.911
0.015 9.000   8.094  7.033
0.015 9.000   7.207  6.298
0.015 9.000   3.543  3.175
0.015 9.000   9.169  7.913
0.015 9.000   7.785  6.780
0.015 9.000   4.057  3.626
0.015 9.000   5.760  5.079
0.015 9.000   8.566  7.412
0.015 9.000   5.258  4.657
0.015 9.000   1.285  1.028
0.015 9.000   5.798  5.111
0.015 9.000   6.167  5.422
0.015 9.000   1.469  1.261
0.015 9.000   6.980  6.107
0.015 9.000   6.766  5.927
0.015 9.000   7.489  6.533
0.015 9.000   7.413  6.470
0.015 9.000   8.003  6.959
0.015 9.000   2.472  2.233
0.015 9.000   7.072  6.184
0.015 9.000   2.689  2.428
0.015 9.000   6.420  5.634
0.015 9.000   4.758  4.231
0.015 9.000   6.966  6.095
0.015 9.000   3.334  2.993
0.015 9.000   4.359  3.889
0.015 9.000   6.824  5.976
0.015 9.000   8.264  7.169
0.015 9.000   5.588  4.934
0.015 9.000   5.658  4.993
0.015 9.000   1.489  0.571
0.015 9.100   1.809  1.506
0.015 9.100   8.195  7.112
0.015 9.100   5.667  5.000
0.015 9.100   8.782  7.589
0.015 9.100   3.184  2.848
0.015 9.100   6.930  6.064
0.015 9.100   3.097  2.771
0.015 9.100   6.275  5.511
0.015 9.100   8.349  7.236
0.015 9.100   4.926  4.373
0.015 9.100   4.957  4.399
0.015 9.100   3.545  3.168
0.015 9.100   3.809  3.402
0.015 9.100   4.107  3.665
0.015 9.100   1.845  0.927
0.015 9.100   4.572  4.069
0.015 9.100   4.010  3.579
0.015 9.100   2.595  2.313
0.015 9.100   4.362  3.888
0.015 9.100   9.250  7.982
0.015 9.100   5.981  5.265
0.015 9.100   6.310  5.541
0.015 9.100   7.390  6.451
0.015 9.100   2.378  2.108
0.015 9.100   7.837  6.822
0.015 9.100   3.378  3.020
0.015 9.100   2.272  2.004
0.015 9.100   7.653  6.670
0.015 9.100   8.459  7.326
0.015 9.100   3.682  3.290
0.015 9.100   7.341  6.410
0.015 9.100   4.651  4.136
0.015 9.100   1.694  1.304
0.015 9.100   8.812  7.614
0.015 9.100   3.165  2.831
0.015 9.100   5.586  4.932
0.015 9.100   8.701  7.523
0.015 9.100   5.976  5.260
0.015 9.100   1.522  0.584
0.015 9.100   8.135  7.064
0.015 9.100   7.877  6.855
0.015 9.100   3.644  3.256
0.015 9.100   5.021  4.454
0.015 9.100   6.737  5.901
0.015 9.100   7.368  6.432
0.015 9.100   7.484  6.528
0.015 9.100   6.965  6.093
0.015 9.100   8.727  7.544
0.015 9.100   8.208  7.123
0.015 9.100   8.527  7.380
0.015 9.100   9.143  7.890
0.015 9.100   8.630  7.464
0.015 9.100   7.038  6.155
0.015 9.100   1.959  1.039
0.015 9.100   1.695  1.307
0.015 9.100   4.679  4.161
0.015 9.100   7.628  6.649
0.015 9.100   7.046  6.161
0.015 9.100   7.506  6.547
0.015 9.100   4.940  4.385
0.015 9.100   9.058  7.819
0.015 9.100   6.439  5.649
0.015 9.100   4.950  4.393
0.015 9.100   5.475  4.838
0.015 9.100   2.833  2.533
0.015 9.100   5.045  4.474
0.015 9.100   4.649  4.135
0.015 9.100   2.295  2.026
0.015 9.100   3.214  2.875
0.015 9.100   8.942  7.722
0.015 9.100   5.651  4.987
0.015 9.100   3.735  3.337
0.015 9.100   8.028  6.978
0.015 9.100   5.497  4.857
0.015 9.100   3.827  3.418
0.015 9.100   7.471  6.517
0.015 9.100   3.840  3.429
0.015 9.100   5.361  4.743
0.015 9.100   4.197  3.744
0.015 9.100   6.529  5.724
0.015 9.100   5.703  5.031
0.015 9.100   4.750  4.221
0.015 9.100   5.171  4.581
0.015 9.100   1.828  0.910
0.015 9.100   4.098  3.657
0.015 9.100   2.622  2.338
0.015 9.100   1.018  0.777
0.015 9.100   7.588  6.615
0.015 9.100   4.235  3.777
0.015 9.100   7.726  6.730
0.015 9.100   2.417  2.145
0.015 9.100   5.974  5.259
0.015 9.100   6.954  6.084
0.015 9.100   6.613  5.796
0.015 9.100   2.858  2.555
0.015 9.100   8.810  7.613
0.015 9.100   3.299  2.950
0.015 9.100   2.417  2.145
0.015 9.100   5.622  4.961
0.015 9.100   7.268  6.348
0.015 9.100   7.363  6.428
0.015 9.100   4.798  4.263
0.015 9.100   6.441  5.651
0.015 9.100   4.082  3.643
0.015 9.100   6.984  6.109
0.015 9.100   2.082  1.153
0.015 9.100   8.675  7.500
0.015 9.100   6.271  5.508
0.015 9.100   5.781  5.096
0.015 9.100   7.724  6.728
0.015 9.100   8.868  7.661
0.015 9.100   4.963  4.404
0.015 9.100   5.405  4.779
0.015 9.100   5.144  4.558
0.015 9.100   7.753  6.753
0.015 9.100   6.372  5.593
0.015 9.100   8.794  7.600
0.015 9.100   5.358  4.739
0.015 9.100   1.819  1.518
0.015 9.100   7.940  6.907
0.015 9.100   8.849  7.645
0.015 9.100   8.167  7.089
0.015 9.100   4.749  4.221
0.015 9.100   1.909  1.626
0.015 9.100   9.137  7.885
0.015 9.100   2.013  1.741
0.015 9.100   9.188  7.929
0.015 9.100   2.636  2.351
0.015 9.100   2.344  2.074
0.015 9.100   7.276  6.356
0.015 9.100   4.687  4.167
0.015 9.100   6.938  6.071
0.015 9.100   5.618  4.958
0.015 9.100   5.521  4.876
0.015 9.100   4.137  3.691
0.015 9.100   8.400  7.278
0.015 9.100   6.136  5.394
0.015 9.100   8.048  6.994
0.015 9.100   8.558  7.406
0.015 9.100   3.239  2.896
0.015 9.100   8.478  7.341
0.015 9.100   5.619  4.960
0.015 9.100   5.587  4.932
0.015 9.100   7.377  6.440
0.015 9.100   4.513  4.018
0.015 9.100   6.993  6.117
0.015 9.100   6.683  5.855
0.015 9.100   8.661  7.489
0.015 9.100   2.166  1.898
0.015 9.100   7.652  6.668
0.015 9.100   5.197  4.603
0.015 9.100   7.255  6.338
0.015 9.100   4.892  4.344
0.015 9.100   6.530  5.725
0.015 9.100   5.794  5.107
0.015 9.100   3.932  3.511
0.015 9.100   1.890  1.603
0.015 9.100   6.223  5.467
0.015 9.100   2.056  1.130
0.015 9.100   8.449  7.317
0.015 9.100   5.200  4.606
0.015 9.100   6.515  5.713
0.015 9.100   8.678  7.503
0.015 9.100   5.688  5.018
0.015 9.100   7.137  6.238
0.015 9.100   6.386  5.604
0.015 9.100   6.519  5.716
0.015 9.100   1.502  1.102
0.015 9.100   5.164  4.575
0.015 9.100   1.943  1.665
0.015 9.100   7.888  6.864
0.015 9.100   4.330  3.860
0.015 9.100   8.957  7.735
0.015 9.100   4.324  3.855
0.015 9.100   8.015  6.967
0.015 9.100   2.356  2.086
0.015 9.100   6.565  5.755
0.015 9.100   8.799  7.604
0.015 9.100   8.568  7.414
0.015 9.100   5.480  4.842
0.015 9.100   5.337  4.722
0.015 9.100   6.708  5.877
0.015 9.100   3.785  3.380
0.015 9.100   6.285  5.519
0.015 9.100   5.318  4.706
0.015 9.100   2.004  1.082
0.015 9.100   9.032  7.797
0.015 9.100   3.347  2.992
0.015 9.100   4.829  4.290
0.015 9.100   8.347  7.235
0.015 9.100   8.700  7.522
0.015 9.100   7.211  6.301
0.015 9.100   7.083  6.193
0.015 9.100   2.467  2.193
0.015 9.100   6.710  5.878
0.015 9.100   5.565  4.914
0.015 9.100   8.739  7.553
0.015 9.100   7.391  6.451
0.015 9.100   4.085  3.646
0.015 9.100   8.257  7.162
0.015 9.100   6.532  5.728
0.015 9.100   6.572  5.761
0.015 9.100   2.362  2.092
0.015 9.100   5.265  4.661
0.015 9.100   4.995  4.432
0.015 9.100   8.918  7.702
0.015 9.100   7.032  6.149
0.015 9.100   9.091  7.847
0.015 9.100   6.873  6.016
0.015 9.100   6.166  5.420
0.015 9.100   8.385  7.265
0.015 9.100   2.195  1.928
0.015 9.100   1.701  1.325
0.015 9.100   7.750  6.750
0.015 9.100   4.185  3.734
0.015 9.100   3.780  3.376
0.015 9.100   3.073  2.750
0.015 9.100   5.348  4.732
0.015 9.100   9.092  7.847
0.015 9.100   4.596  4.090
0.015 9.100   7.752  6.752
0.015 9.100   1.584  0.654
0.015 9.100   8.698  7.520
0.015 9.100   6.996  6.119
0.015 9.100   8.022  6.973
0.015 9.100   1.858  1.566
0.015 9.100   4.710  4.187
0.015 9.100   4.330  3.860
0.015 9.100   3.467  3.099
0.015 9.100   6.466  5.672
0.015 9.100   4.567  4.065
0.015 9.100   7.400  6.458
0.015 9.100   4.748  4.220
0.015 9.100   5.819  5.128
0.015 9.100   5.346  4.729
0.015 9.100   2.784  2.487
0.015 9.100   3.253  2.909
0.015 9.100   7.158  6.256
0.015 9.100   8.043  6.990
0.015 9.100   3.980  3.553
0.015 9.100   5.494  4.853
0.015 9.100   6.794  5.950
0.015 9.100   4.386  3.908
0.015 9.100   3.270  2.924
0.015 9.100   6.027  5.303
0.015 9.100   5.716  5.041
0.015 9.100   3.101  2.775
0.015 9.100   1.672  1.262
0.015 9.100   7.239  6.324
0.015 9.100   8.245  7.152
0.015 9.100   9.232  7.966
0.015 9.100   7.341  6.409
0.015 9.100   3.304  2.954
0.015 9.100   7.636  6.655
0.015 9.100   6.082  5.350
0.015 9.100   5.791  5.104
0.015 9.100   6.451  5.659
0.015 9.100   1.863  0.944
0.015 9.100   3.747  3.347
0.015 9.100   4.927  4.374
0.015 9.100   5.018  4.451
0.015 9.100   8.368  7.252
0.015 9.100   8.907  7.693
0.015 9.100   7.567  6.597
0.015 9.100   8.694  7.517
0.015 9.100   8.180  7.100
0.015 9.100   8.053  6.998
0.015 9.100   2.994  2.679
0.015 9.100   6.937  6.070
0.015 9.100   6.193  5.442
0.015 9.100   6.004  5.284
0.015 9.100   6.636  5.816
0.015 9.100   8.700  7.521
0.015 9.100   7.113  6.218
0.015 9.100   7.237  6.322
0.015 9.100   7.278  6.357
0.015 9.100   6.749  5.912
0.015 9.100   6.598  5.783
0.015 9.100   5.836  5.142
0.015 9.100   7.315  6.388
0.015 9.100   8.407  7.283
0.015 9.100   8.756  7.568
0.015 9.100   5.534  4.887
0.015 9.100   3.109  2.782
0.015 9.100   5.727  5.050
0.015 9.100   5.060  4.487
0.015 9.100   6.544  5.738
0.015 9.100   3.114  2.786
0.015 9.100   5.189  4.597
0.015 9.100   7.040  6.156
0.015 9.100   1.752  0.833
0.015 9.100   4.476  3.986
0.015 9.100   3.507  3.135
0.015 9.100   5.032  4.463
0.015 9.100   1.918  1.636
0.015 9.100   1.487  0.544
0.015 9.100   8.708  7.528
0.015 9.100   3.327  2.975
0.015 9.100   7.778  6.773
0.015 9.100   5.603  4.946
0.015 9.100   7.044  6.160
0.015 9.100   8.550  7.399
0.015 9.100   5.173  4.583
0.015 9.100   2.060  1.790
0.015 9.100   7.910  6.883
0.015 9.100   6.841  5.989
0.015 9.100   4.746  4.218
0.015 9.100   4.619  4.109
0.015 9.100   3.683  3.291
0.015 9.100   7.124  6.227
0.015 9.100   1.840  1.544
0.015 9.100   6.025  5.302
0.015 9.100   8.238  7.147
0.015 9.100   5.384  4.761
0.015 9.100   9.115  7.867
0.015 9.100   3.201  2.863
0.015 9.100   7.988  6.946
0.015 9.100   7.788  6.782
0.015 9.100   1.773  1.456
0.015 9.100   8.788  7.594
0.015 9.100   6.227  5.471
0.015 9.100   8.880  7.671
0.015 9.100   2.776  2.480
0.015 9.100   4.825  4.286
0.015 9.100   3.295  2.947
0.015 9.100   1.510  0.571
0.015 9.100   5.840  5.146
0.015 9.100   7.280  6.359
0.015 9.100   8.052  6.997
0.015 9.100   6.154  5.410
0.015 9.100   4.882  4.335
0.015 9.100   4.424  3.941
0.015 9.100   7.185  6.279
0.015 9.100   4.631  4.120
0.015 9.100   8.648  7.479
0.015 9.100   7.537  6.572
0.015 9.100   8.432  7.304
0.015 9.100   7.122  6.225
0.015 9.100   6.523  5.720
0.015 9.100   8.115  7.048
0.015 9.100   7.985  6.943
0.015 9.100   3.807  3.400
0.015 9.100   3.317  2.966
0.015 9.100   5.436  4.805
0.015 9.100   6.618  5.800
0.015 9.100   3.708  3.313
0.015 9.100   5.593  4.938
0.015 9.100   5.154  4.567
0.015 9.100   5.471  4.835
0.015 9.100   8.635  7.468
0.015 9.100   2.752  2.458
0.015 9.100   6.118  5.380
0.015 9.100   7.553  6.586
0.015 9.100   4.245  3.786
0.015 9.100   6.342  5.568
0.015 9.100   5.290  4.683
0.015 9.100   2.172  1.904
0.015 9.100   3.881  3.465
0.015 9.100   6.777  5.936
0.015 9.100   8.310  7.205
0.015 9.100   1.632  1.199
0.015 9.100   7.440  6.491
0.015 9.100   5.860  5.163
0.015 9.100   8.081  7.020
0.015 9.100   8.485  7.346
0.015 9.100   7.396  6.456
0.015 9.100   7.122  6.226
0.015 9.100   3.233  2.891
0.015 9.100   7.594  6.620
0.015 9.100   3.356  3.000
0.015 9.100   7.363  6.428
0.015 9.100   2.765  2.470
0.015 9.100   6.760  5.921
0.015 9.100   1.851  1.557
0.015 9.100   4.985  4.423
0.015 9.100   8.316  7.210
0.015 9.100   8.550  7.399
